state,declarationDate,incidentType,designatedArea,FID
CA,2015-01-27T12:24:00.000Z,Flood,Soboba,135
CA,2017-04-01T20:55:00.000Z,Flood,Tule River,156
ND,2017-07-12T08:30:00.000Z,Flood,Turtle Mountain,159
NM,2017-12-20T19:50:00.000Z,Flood,Acoma,8
WA,2018-08-17T12:33:00.000Z,Flood,Colville,29
AZ,2018-08-31T11:55:00.000Z,Flood,Havasupai,238
MN,2018-09-05T12:15:00.000Z,Flood,Leech Lake,75
MN,2018-09-05T12:15:00.000Z,Flood,White Earth,172
MN,2018-09-05T12:15:00.000Z,Flood,Red Lake,302
NE,2019-03-21T13:35:00.000Z,Flood,Omaha,281
NE,2019-03-21T13:35:00.000Z,Flood,Ponca (NE),354
NE,2019-03-21T13:35:00.000Z,Flood,Sac and Fox Nation,121
NE,2019-03-21T13:35:00.000Z,Flood,Winnebago,175
NE,2019-03-21T13:35:00.000Z,Flood,Santee,316
IA,2019-04-29T08:40:00.000Z,Flood,Sac and Fox/Meskwaki,122
SD,2019-06-07T22:41:00.000Z,Flood,Lake Traverse,74
SD,2019-06-07T22:41:00.000Z,Flood,Pine Ridge,293
SD,2019-06-07T22:41:00.000Z,Flood,Cheyenne River,27
SD,2019-06-07T22:41:00.000Z,Flood,Rosebud,118
MN,2019-06-12T11:49:00.000Z,Flood,White Earth,172
MN,2019-06-12T11:49:00.000Z,Flood,Red Lake,302
MN,2019-06-12T11:49:00.000Z,Flood,Prairie Island,110
MN,2019-06-12T11:49:00.000Z,Flood,Upper Sioux,165
ID,2019-06-12T13:21:00.000Z,Flood,Nez Perce,275
NE,2019-06-17T11:02:00.000Z,Flood,Ponca (NE),354
NE,2019-06-17T11:02:00.000Z,Flood,Ponca (NE),354
WI,2019-08-27T12:42:00.000Z,Flood,St. Croix,140
WI,2019-08-27T12:42:00.000Z,Flood,Menominee,84
SD,2019-09-23T12:21:00.000Z,Flood,Rosebud,118
SD,2019-09-23T12:21:00.000Z,Flood,Cheyenne River,27
OR,2020-04-03T18:05:00.000Z,Flood,Umatilla,163
