TX,2010-08-03T20:00:00.000Z,Hurricane,Calhoun (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Cottle (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Floyd (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Foard (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Garza (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Dawson (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Jim Wells (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Lamb (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Lynn (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Terry (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Willacy (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Cameron (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Hidalgo (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Jim Hogg (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Val Verde (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Motley (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Maverick (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Starr (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Lubbock (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Webb (County)
TX,2010-08-03T20:00:00.000Z,Hurricane,Zapata (County)
VI,2010-09-28T18:00:00.000Z,Hurricane,St. John (Island) (County-equivalent)
VI,2010-09-28T18:00:00.000Z,Hurricane,St. Croix (Island) (County-equivalent)
VI,2010-09-28T18:00:00.000Z,Hurricane,St. Thomas (Island) (County-equivalent)
TX,2010-06-29T19:30:00.000Z,Hurricane,Brooks (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Aransas (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Comal (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Duval (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Guadalupe (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Hidalgo (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Atascosa (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Jim Hogg (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Bexar (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Bee (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Jim Wells (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Kenedy (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Live Oak (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,McMullen (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Medina (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Cameron (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Kleberg (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Nueces (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,San Patricio (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Webb (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Wilson (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Refugio (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Starr (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Camden (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Zapata (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Bertie (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Beaufort (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Craven (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Currituck (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Carteret (County)
TX,2010-06-29T19:30:00.000Z,Hurricane,Willacy (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Greene (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Chowan (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Halifax (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Columbus (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Jones (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Brunswick (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Hyde (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Gates (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Hertford (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Martin (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Dare (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Edgecombe (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Onslow (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Duplin (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Northampton (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Lenoir (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Pender (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Perquimans (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Pitt (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Pasquotank (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Washington (County)
MA,2010-09-02T00:00:00.000Z,Hurricane,"Bristol (County)(in (P)MSA 1120,1200,2480,5400,6060)"
NC,2010-09-01T22:30:00.000Z,Hurricane,Pamlico (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,New Hanover (County)
NC,2010-09-01T22:30:00.000Z,Hurricane,Tyrrell (County)
